Date,HomeTeam,AwayTeam,FTHG,FTAG,BbAHh,HMargin,H_Bet_Win
171129,Man City,Southampton,2,1,-2.0,1,False
171129,Stoke,Liverpool,0,3,1.0,-3,False
171129,Chelsea,Swansea,1,0,-2.0,1,False
171129,Bournemouth,Burnley,1,2,-0.25,-1,False
171129,Everton,West Ham,4,0,-0.25,4,True
171129,Arsenal,Huddersfield,5,0,-2.0,5,True
171202,Chelsea,Newcastle,3,1,-1.75,2,True
171202,Brighton,Liverpool,1,5,1.0,-4,False
171202,West Brom,Crystal Palace,0,0,-0.25,0,False
171202,Arsenal,Man United,1,3,-0.25,-2,False
171202,Stoke,Swansea,2,1,-0.5,1,True
171202,Watford,Tottenham,1,1,0.75,0,True
171202,Leicester,Burnley,1,0,-0.75,1,True
171202,Everton,Huddersfield,2,0,-0.75,2,True
171203,Man City,West Ham,2,1,-2.75,1,False
171203,Bournemouth,Southampton,1,1,0.25,0,True
171209,West Ham,Chelsea,1,0,1.0,1,True
171209,Burnley,Watford,1,0,-0.25,1,True
171209,Crystal Palace,Bournemouth,2,2,-0.25,0,False
171209,Huddersfield,Brighton,2,0,-0.25,2,True
171209,Newcastle,Leicester,2,3,-0.25,-1,False
171209,Swansea,West Brom,1,0,-0.25,1,True
171209,Tottenham,Stoke,5,1,-1.75,4,True
171210,Liverpool,Everton,1,1,-1.75,0,False
171210,Southampton,Arsenal,1,1,0.25,0,True
171210,Man United,Man City,1,2,0.25,-1,False
171212,Burnley,Stoke,1,0,-0.25,1,True
171212,Crystal Palace,Watford,2,1,-0.25,1,True
171212,Huddersfield,Chelsea,1,3,1.25,-2,False
171213,Liverpool,West Brom,0,0,-2.0,0,False
171213,Newcastle,Everton,0,1,-0.25,-1,False
171213,Man United,Bournemouth,1,0,-1.75,1,False
171213,West Ham,Arsenal,0,0,0.75,0,True
171213,Southampton,Leicester,1,4,-0.25,-3,False
171213,Swansea,Man City,0,4,2.0,-4,False
171213,Tottenham,Brighton,2,0,-1.75,2,True
171216,Watford,Huddersfield,1,4,-0.75,-3,False
171216,Man City,Tottenham,4,1,-1.0,3,True
171216,Leicester,Crystal Palace,0,3,-0.75,-3,False
171216,Stoke,West Ham,0,3,-0.25,-3,False
171216,Brighton,Burnley,0,0,-0.25,0,False
171216,Arsenal,Newcastle,1,0,-1.75,1,False
171216,Chelsea,Southampton,1,0,-1.25,1,False
171217,West Brom,Man United,1,2,0.75,-1,False
171217,Bournemouth,Liverpool,0,4,1.0,-4,False
171218,Everton,Swansea,3,1,-0.75,2,True
171222,Arsenal,Liverpool,3,3,-0.25,0,False
171223,Brighton,Watford,1,0,-0.25,1,True
171223,Burnley,Tottenham,0,3,1.0,-3,False
171223,Leicester,Man United,2,2,0.75,0,True
171223,Everton,Chelsea,0,0,0.75,0,True
171223,Southampton,Huddersfield,1,1,-1.0,0,False
171223,Man City,Bournemouth,4,0,-2.75,4,True
171223,Swansea,Crystal Palace,1,1,0.25,0,True
171223,Stoke,West Brom,3,1,-0.25,2,True
171223,West Ham,Newcastle,2,3,-0.25,-1,False
171226,West Brom,Everton,0,0,-0.25,0,False
171226,Watford,Leicester,2,1,-0.25,1,True
171226,Tottenham,Southampton,5,2,-1.5,3,True
171226,Man United,Burnley,2,2,-1.75,0,False
171226,Huddersfield,Stoke,1,1,-0.25,0,False
171226,Chelsea,Brighton,2,0,-2.0,2,False
171226,Bournemouth,West Ham,3,3,0.25,0,True
171226,Liverpool,Swansea,5,0,-2.25,5,True
171227,Newcastle,Man City,0,1,2.0,-1,True
171228,Crystal Palace,Arsenal,2,3,0.75,-1,False
171230,Newcastle,Brighton,0,0,-0.25,0,False
171230,Watford,Swansea,1,2,-0.75,-1,False
171230,Man United,Southampton,0,0,-1.25,0,False
171230,Bournemouth,Everton,2,1,-0.25,1,True
171230,Huddersfield,Burnley,0,0,-0.25,0,False
171230,Chelsea,Stoke,5,0,-2.0,5,True
171230,Liverpool,Leicester,2,1,-1.75,1,False
171231,Crystal Palace,Man City,0,0,2.0,0,True
171231,West Brom,Arsenal,1,1,0.75,0,True
180101,Stoke,Newcastle,0,1,-0.25,-1,False
180101,Leicester,Huddersfield,3,0,-0.75,3,True
180101,Burnley,Liverpool,1,2,1.0,-1,False
180101,Brighton,Bournemouth,2,2,-0.25,0,False
180101,Everton,Man United,0,2,0.75,-2,False
180102,West Ham,West Brom,2,1,-0.5,1,True
180102,Swansea,Tottenham,0,2,1.5,-2,False
180102,Southampton,Crystal Palace,1,2,-0.75,-1,False
180102,Man City,Watford,3,1,-2.0,2,False
180103,Arsenal,Chelsea,2,2,-0.25,0,False
180104,Tottenham,West Ham,1,1,-1.75,0,False
180113,Newcastle,Swansea,1,1,-0.75,0,False
180113,Chelsea,Leicester,0,0,-1.5,0,False
180113,Tottenham,Everton,4,0,-1.5,4,True
180113,Crystal Palace,Burnley,1,0,-0.25,1,True
180113,West Brom,Brighton,2,0,-0.25,2,True
180113,Huddersfield,West Ham,1,4,-0.25,-3,False
180113,Watford,Southampton,2,2,-0.25,0,False
180114,Liverpool,Man City,4,3,0.25,1,True
180114,Bournemouth,Arsenal,2,1,0.75,1,True
180115,Man United,Stoke,3,0,-1.75,3,True
180120,Burnley,Man United,0,1,1.0,-1,False
180120,Arsenal,Crystal Palace,4,1,-1.0,3,True
180120,Brighton,Chelsea,0,4,0.75,-4,False
180120,Everton,West Brom,1,1,-0.25,0,False
180120,West Ham,Bournemouth,1,1,-0.25,0,False
180120,Man City,Newcastle,3,1,-2.5,2,False
180120,Stoke,Huddersfield,2,0,-0.25,2,True
180120,Leicester,Watford,2,0,-0.75,2,True
180121,Southampton,Tottenham,1,1,0.75,0,True
180122,Swansea,Liverpool,1,0,1.5,1,True
180130,Huddersfield,Liverpool,0,3,1.5,-3,False
180130,Swansea,Arsenal,3,1,1.25,2,True
180130,West Ham,Crystal Palace,1,1,0.25,0,True
180131,Everton,Leicester,2,1,0.25,1,True
180131,Chelsea,Bournemouth,0,3,-1.75,-3,False
180131,Man City,West Brom,3,0,-2.25,3,True
180131,Newcastle,Burnley,1,1,-0.25,0,False
180131,Stoke,Watford,0,0,-0.25,0,False
180131,Tottenham,Man United,2,0,-0.25,2,True
180131,Southampton,Brighton,1,1,-0.75,0,False
180203,Man United,Huddersfield,2,0,-2.0,2,False
180203,Arsenal,Everton,5,1,-1.75,4,True
180203,Bournemouth,Stoke,2,1,-0.25,1,True
180203,Brighton,West Ham,3,1,-0.25,2,True
180203,Burnley,Man City,1,1,1.75,0,True
180203,Leicester,Swansea,1,1,-0.75,0,False
180203,West Brom,Southampton,2,3,-0.25,-1,False
180204,Liverpool,Tottenham,2,2,-0.25,0,False
180204,Crystal Palace,Newcastle,1,1,-0.25,0,False
180205,Watford,Chelsea,4,1,1.0,3,True
180210,West Ham,Watford,2,0,-0.25,2,True
180210,Swansea,Burnley,1,0,-0.25,1,True
180210,Tottenham,Arsenal,1,0,-0.25,1,True
180210,Man City,Leicester,5,1,-2.0,4,True
180210,Everton,Crystal Palace,3,1,-0.25,2,True
180210,Stoke,Brighton,1,1,-0.25,0,False
180211,Southampton,Liverpool,0,2,0.75,-2,False
180211,Newcastle,Man United,1,0,0.75,1,True
180211,Huddersfield,Bournemouth,4,1,0.25,3,True
180212,Chelsea,West Brom,3,0,-1.25,3,True
180224,West Brom,Huddersfield,1,2,-0.75,-1,False
180224,Watford,Everton,1,0,-0.25,1,True
180224,Liverpool,West Ham,4,1,-1.75,3,True
180224,Burnley,Southampton,1,1,0.25,0,True
180224,Brighton,Swansea,4,1,-0.25,3,True
180224,Bournemouth,Newcastle,2,2,-0.25,0,False
180224,Leicester,Stoke,1,1,-0.75,0,False
180225,Man United,Chelsea,2,1,-0.25,1,True
180225,Crystal Palace,Tottenham,0,1,1.25,-1,True
180301,Arsenal,Man City,0,3,0.75,-3,False
180303,Southampton,Stoke,0,0,-0.75,0,False
180303,Burnley,Everton,2,1,-0.25,1,True
180303,Leicester,Bournemouth,1,1,-0.75,0,False
180303,Tottenham,Huddersfield,2,0,-2.0,2,False
180303,Watford,West Brom,1,0,-0.25,1,True
180303,Liverpool,Newcastle,2,0,-2.0,2,False
180303,Swansea,West Ham,4,1,-0.25,3,True
180304,Brighton,Arsenal,2,1,0.75,1,True
180304,Man City,Chelsea,1,0,-1.0,1,False
180305,Crystal Palace,Man United,2,3,1.0,-1,False
180310,Huddersfield,Swansea,0,0,-0.25,0,False
180310,Chelsea,Crystal Palace,2,1,-1.5,1,False
180310,Everton,Brighton,2,0,-0.25,2,True
180310,Man United,Liverpool,2,1,-0.25,1,True
180310,Newcastle,Southampton,3,0,-0.25,3,True
180310,West Brom,Leicester,1,4,0.25,-3,False
180310,West Ham,Burnley,0,3,-0.25,-3,False
180311,Arsenal,Watford,3,0,-1.0,3,True
180311,Bournemouth,Tottenham,1,4,1.0,-3,False
180312,Stoke,Man City,0,2,2.0,-2,False
180317,Stoke,Everton,1,2,-0.25,-1,False
180317,Liverpool,Watford,5,0,-2.0,5,True
180317,Bournemouth,West Brom,2,1,-0.75,1,True
180317,Huddersfield,Crystal Palace,0,2,0.25,-2,False
180331,Watford,Bournemouth,2,2,-0.25,0,False
180331,West Ham,Southampton,3,0,0.25,3,True
180331,West Brom,Burnley,1,2,-0.25,-1,False
180331,Newcastle,Huddersfield,1,0,-0.75,1,True
180331,Man United,Swansea,2,0,-1.75,2,True
180331,Everton,Man City,1,3,1.5,-2,False
180331,Crystal Palace,Liverpool,1,2,1.25,-1,True
180331,Brighton,Leicester,0,2,-0.25,-2,False
180401,Arsenal,Stoke,3,0,-1.5,3,True
180401,Chelsea,Tottenham,1,3,-0.25,-2,False
180407,Brighton,Huddersfield,1,1,-0.5,0,False
180407,Bournemouth,Crystal Palace,2,2,-0.25,0,False
180407,Leicester,Newcastle,1,2,-0.5,-1,False
180407,Everton,Liverpool,0,0,0.75,0,True
180407,Stoke,Tottenham,1,2,1.5,-1,True
180407,Man City,Man United,2,3,-0.5,-1,False
180407,West Brom,Swansea,1,1,-0.25,0,False
180407,Watford,Burnley,1,2,-0.25,-1,False
180408,Arsenal,Southampton,3,2,-1.0,1,False
180408,Chelsea,West Ham,1,1,-1.75,0,False
180414,Tottenham,Man City,1,3,-0.25,-2,False
180414,Burnley,Leicester,2,1,-0.25,1,True
180414,Crystal Palace,Brighton,3,2,-0.5,1,True
180414,Huddersfield,Watford,1,0,0.25,1,True
180414,Liverpool,Bournemouth,3,0,-1.75,3,True
180414,Southampton,Chelsea,2,3,0.5,-1,False
180414,Swansea,Everton,1,1,-0.25,0,False
180415,Man United,West Brom,0,1,-2.0,-1,False
180415,Newcastle,Arsenal,2,1,0.25,1,True
180416,West Ham,Stoke,1,1,-0.5,0,False
180417,Brighton,Tottenham,1,1,1.0,0,True
180418,Bournemouth,Man United,0,2,0.75,-2,False
180419,Burnley,Chelsea,1,2,0.75,-1,False
180419,Leicester,Southampton,0,0,-0.25,0,False
180421,Watford,Crystal Palace,0,0,0.25,0,True
180421,West Brom,Liverpool,2,2,1.0,0,True
180422,Arsenal,West Ham,4,1,-1.0,3,True
180422,Man City,Swansea,5,0,-2.25,5,True
180422,Stoke,Burnley,1,1,-0.25,0,False
180423,Everton,Newcastle,1,0,-0.25,1,True
180428,Liverpool,Stoke,0,0,-1.5,0,False
180428,Burnley,Brighton,0,0,-0.25,0,False
180428,Crystal Palace,Leicester,5,0,-0.25,5,True
180428,Huddersfield,Everton,0,2,-0.25,-2,False
180428,Southampton,Bournemouth,2,1,-0.75,1,True
180428,Swansea,Chelsea,0,1,1.0,-1,False
180428,Newcastle,West Brom,0,1,-0.75,-1,False
180429,Man United,Arsenal,2,1,-1.25,1,False
180429,West Ham,Man City,1,4,1.5,-3,False
180430,Tottenham,Watford,2,0,-2.25,2,False
180504,Brighton,Man United,1,0,0.5,1,True
180505,Watford,Newcastle,2,1,-0.25,1,True
180505,West Brom,Tottenham,1,0,1.25,1,True
180505,Stoke,Crystal Palace,1,2,-0.25,-1,False
180505,Everton,Southampton,1,1,0.25,0,True
180505,Bournemouth,Swansea,1,0,-0.25,1,True
180505,Leicester,West Ham,0,2,-0.25,-2,False
180506,Chelsea,Liverpool,1,0,-0.25,1,True
180506,Man City,Huddersfield,0,0,-2.75,0,False
180506,Arsenal,Burnley,5,0,-1.0,5,True
180508,Swansea,Southampton,0,1,0.25,-1,False
180509,Chelsea,Huddersfield,1,1,-2.0,0,False
180509,Leicester,Arsenal,3,1,0.25,2,True
180509,Man City,Brighton,3,1,-2.25,2,False
180509,Tottenham,Newcastle,1,0,-2.0,1,False
180510,West Ham,Man United,0,0,0.75,0,True
180513,Liverpool,Brighton,4,0,-2.0,4,True
180513,Burnley,Bournemouth,1,2,-0.25,-1,False
180513,Crystal Palace,West Brom,2,0,-0.75,2,True
180513,Huddersfield,Arsenal,0,1,1.0,-1,False
180513,Southampton,Man City,0,1,1.25,-1,True
180513,Man United,Watford,1,0,-1.5,1,False
180513,Newcastle,Chelsea,3,0,1.0,3,True
180513,Swansea,Stoke,1,2,-0.5,-1,False
180513,Tottenham,Leicester,5,4,-1.5,1,False
180513,West Ham,Everton,3,1,-0.25,2,True
180810,Man United,Leicester,2,1,-0.75,1,True
180811,Bournemouth,Cardiff,2,0,-0.75,2,True
180811,Fulham,Crystal Palace,0,2,-0.25,-2,False
180811,Huddersfield,Chelsea,0,3,1.0,-3,False
180811,Newcastle,Tottenham,1,2,0.25,-1,False
180811,Watford,Brighton,2,0,-0.25,2,True
180811,Wolves,Everton,2,2,-0.25,0,False
180812,Arsenal,Man City,0,2,0.75,-2,False
180812,Liverpool,West Ham,4,0,-1.75,4,True
180812,Southampton,Burnley,0,0,-0.75,0,False
180818,Cardiff,Newcastle,0,0,0.25,0,True
180818,Chelsea,Arsenal,3,2,-0.75,1,True
180818,Everton,Southampton,2,1,-0.75,1,True
180818,Leicester,Wolves,2,0,-0.25,2,True
180818,Tottenham,Fulham,3,1,-1.75,2,True
180818,West Ham,Bournemouth,1,2,-0.25,-1,False
180819,Man City,Huddersfield,6,1,-3.0,5,True
180819,Burnley,Watford,1,3,-0.25,-2,False
180819,Brighton,Man United,3,2,1.0,1,True
180820,Crystal Palace,Liverpool,0,2,1.25,-2,False
180825,Arsenal,West Ham,3,1,-1.5,2,True
180825,Bournemouth,Everton,2,2,-0.25,0,False
180825,Huddersfield,Cardiff,0,0,-0.25,0,False
180825,Liverpool,Brighton,1,0,-2.25,1,False
180825,Southampton,Leicester,1,2,-0.25,-1,False
180825,Wolves,Man City,1,1,2.0,0,True
180826,Fulham,Burnley,4,2,-0.25,2,True
180826,Newcastle,Chelsea,1,2,1.0,-1,False
180826,Watford,Crystal Palace,2,1,-0.25,1,True
180827,Man United,Tottenham,0,3,-0.25,-3,False
180901,West Ham,Wolves,0,1,-0.25,-1,False
180901,Man City,Newcastle,2,1,-2.5,1,False
180901,Leicester,Liverpool,1,2,1.0,-1,False
180901,Everton,Huddersfield,1,1,-1.0,0,False
180901,Crystal Palace,Southampton,0,2,-0.75,-2,False
180901,Chelsea,Bournemouth,2,0,-1.75,2,True
180901,Brighton,Fulham,2,2,-0.25,0,False
180902,Burnley,Man United,0,2,1.0,-2,False
180902,Cardiff,Arsenal,2,3,1.0,-1,False
180902,Watford,Tottenham,2,1,1.0,1,True
180915,Bournemouth,Leicester,4,2,-0.25,2,True
180915,Chelsea,Cardiff,4,1,-2.0,3,True
180915,Huddersfield,Crystal Palace,0,1,0.25,-1,False
180915,Man City,Fulham,3,0,-2.5,3,True
180915,Newcastle,Arsenal,1,2,0.25,-1,False
180915,Tottenham,Liverpool,1,2,0.25,-1,False
180915,Watford,Man United,1,2,0.25,-1,False
180916,Wolves,Burnley,1,0,-1.0,1,False
180916,Everton,West Ham,1,3,-0.75,-2,False
180917,Southampton,Brighton,2,2,-0.25,0,False
180922,Brighton,Tottenham,1,2,1.0,-1,False
180922,Burnley,Bournemouth,4,0,0.25,4,True
180922,Cardiff,Man City,0,5,2.0,-5,False
180922,Crystal Palace,Newcastle,0,0,-0.25,0,False
180922,Fulham,Watford,1,1,-0.25,0,False
180922,Leicester,Huddersfield,3,1,-1.0,2,True
180922,Liverpool,Southampton,3,0,-2.0,3,True
180922,Man United,Wolves,1,1,-1.0,0,False
180923,Arsenal,Everton,2,0,-1.0,2,True
180923,West Ham,Chelsea,0,0,1.0,0,True
180929,West Ham,Man United,3,1,0.75,2,True
180929,Wolves,Southampton,2,0,-1.0,2,True
180929,Man City,Brighton,2,0,-2.75,2,False
180929,Newcastle,Leicester,0,2,-0.25,-2,False
180929,Everton,Fulham,3,0,-1.0,3,True
180929,Huddersfield,Tottenham,0,2,1.0,-2,False
180929,Chelsea,Liverpool,1,1,0.25,0,True
180929,Arsenal,Watford,2,0,-1.0,2,True
180930,Cardiff,Burnley,1,2,-0.25,-1,False
181001,Bournemouth,Crystal Palace,2,1,-0.25,1,True
181005,Brighton,West Ham,1,0,-0.25,1,True
181006,Watford,Bournemouth,0,4,-0.25,-4,False
181006,Tottenham,Cardiff,1,0,-2.0,1,False
181006,Man United,Newcastle,3,2,-1.0,1,False
181006,Leicester,Everton,1,2,-0.25,-1,False
181006,Crystal Palace,Wolves,0,1,0.25,-1,False
181006,Burnley,Huddersfield,1,1,-0.25,0,False
181007,Fulham,Arsenal,1,5,1.0,-4,False
181007,Liverpool,Man City,0,0,-0.25,0,False
181007,Southampton,Chelsea,0,3,1.0,-3,False
181020,Wolves,Watford,0,2,-1.0,-2,False
181020,West Ham,Tottenham,0,1,0.75,-1,False
181020,Newcastle,Brighton,0,1,-0.25,-1,False
181020,Man City,Burnley,5,0,-3.0,5,True
181020,Bournemouth,Southampton,0,0,-0.25,0,False
181020,Chelsea,Man United,2,2,-1.0,0,False
181020,Cardiff,Fulham,4,2,-0.25,2,True
181020,Huddersfield,Liverpool,0,1,1.25,-1,True
181021,Everton,Crystal Palace,2,0,-0.75,2,True
181022,Arsenal,Leicester,3,1,-1.0,2,True
181027,Watford,Huddersfield,3,0,-1.0,3,True
181027,Brighton,Wolves,1,0,0.25,1,True
181027,Fulham,Bournemouth,0,3,0.25,-3,False
181027,Leicester,West Ham,1,1,-0.25,0,False
181027,Liverpool,Cardiff,4,1,-2.5,3,True
181027,Southampton,Newcastle,0,0,-0.25,0,False
181028,Crystal Palace,Arsenal,2,2,1.0,0,True
181028,Man United,Everton,2,1,-1.0,1,False
181028,Burnley,Chelsea,0,4,1.5,-4,False
181029,Tottenham,Man City,0,1,1.0,-1,False
181103,Arsenal,Liverpool,1,1,0.25,0,True
181103,Bournemouth,Man United,1,2,0.25,-1,False
181103,Cardiff,Leicester,0,1,0.25,-1,False
181103,Everton,Brighton,3,1,-1.0,2,True
181103,Newcastle,Watford,1,0,-0.25,1,True
181103,West Ham,Burnley,4,2,-1.0,2,True
181103,Wolves,Tottenham,2,3,0.25,-1,False
181104,Chelsea,Crystal Palace,3,1,-1.75,2,True
181104,Man City,Southampton,6,1,-2.5,5,True
181105,Huddersfield,Fulham,1,0,-0.25,1,True
181110,Leicester,Burnley,0,0,-1.0,0,False
181110,Southampton,Watford,1,1,-0.25,0,False
181110,Newcastle,Bournemouth,2,1,0.25,1,True
181110,Huddersfield,West Ham,1,1,0.25,0,True
181110,Crystal Palace,Tottenham,0,1,0.75,-1,False
181110,Cardiff,Brighton,2,1,-0.25,1,True
181111,Arsenal,Wolves,1,1,-1.0,0,False
181111,Chelsea,Everton,0,0,-1.0,0,False
181111,Liverpool,Fulham,2,0,-2.75,2,False
181111,Man City,Man United,3,1,-1.25,2,True
181124,Brighton,Leicester,1,1,0.25,0,True
181124,Everton,Cardiff,1,0,-1.0,1,False
181124,Fulham,Southampton,3,2,-0.25,1,True
181124,Man United,Crystal Palace,0,0,-1.0,0,False
181124,Tottenham,Chelsea,3,1,0.25,2,True
181124,Watford,Liverpool,0,3,1.0,-3,False
181124,West Ham,Man City,0,4,2.0,-4,False
181125,Wolves,Huddersfield,0,2,-1.0,-2,False
181125,Bournemouth,Arsenal,1,2,0.25,-1,False
181126,Burnley,Newcastle,1,2,0.25,-1,False
181130,Cardiff,Wolves,2,1,0.25,1,True
181201,Crystal Palace,Burnley,2,0,-1.0,2,True
181201,Huddersfield,Brighton,1,2,-0.25,-1,False
181201,Leicester,Watford,2,0,-0.25,2,True
181201,Man City,Bournemouth,3,1,-2.5,2,False
181201,Newcastle,West Ham,0,3,-0.25,-3,False
181201,Southampton,Man United,2,2,0.75,0,True
181202,Arsenal,Tottenham,4,2,-0.25,2,True
181202,Chelsea,Fulham,2,0,-2.0,2,False
181202,Liverpool,Everton,1,0,-1.0,1,False
181204,Bournemouth,Huddersfield,2,1,-1.0,1,False
181204,Brighton,Crystal Palace,3,1,0.25,2,True
181204,Watford,Man City,1,2,1.5,-1,True
181204,West Ham,Cardiff,3,1,-1.0,2,True
181205,Wolves,Chelsea,2,1,1.0,1,True
181205,Tottenham,Southampton,3,1,-1.0,2,True
181205,Man United,Arsenal,2,2,-0.25,0,False
181205,Everton,Newcastle,1,1,-1.0,0,False
181205,Burnley,Liverpool,1,3,1.5,-2,False
181205,Fulham,Leicester,1,1,0.25,0,True
181208,Arsenal,Huddersfield,1,0,-1.5,1,False
181208,Bournemouth,Liverpool,0,4,1.0,-4,False
181208,Burnley,Brighton,1,0,0.25,1,True
181208,Cardiff,Southampton,1,0,0.25,1,True
181208,Chelsea,Man City,2,0,0.75,2,True
181208,Leicester,Tottenham,0,2,0.25,-2,False
181208,Man United,Fulham,4,1,-1.5,3,True
181208,West Ham,Crystal Palace,3,2,-0.25,1,True
181209,Newcastle,Wolves,1,2,0.25,-1,False
181210,Everton,Watford,2,2,-1.0,0,False
181215,Tottenham,Burnley,1,0,-2.0,1,False
181215,Wolves,Bournemouth,2,0,-0.75,2,True
181215,Man City,Everton,3,1,-2.0,2,False
181215,Watford,Cardiff,3,2,-1.0,1,False
181215,Fulham,West Ham,0,2,0.25,-2,False
181215,Huddersfield,Newcastle,0,1,-0.25,-1,False
181215,Crystal Palace,Leicester,1,0,-0.25,1,True
181216,Brighton,Chelsea,1,2,1.0,-1,False
181216,Liverpool,Man United,3,1,-1.0,2,True
181216,Southampton,Arsenal,3,2,0.75,1,True
181221,Wolves,Liverpool,0,2,1.0,-2,False
181222,West Ham,Watford,0,2,-0.25,-2,False
181222,Man City,Crystal Palace,2,3,-2.5,-1,False
181222,Huddersfield,Southampton,1,3,0.25,-2,False
181222,Newcastle,Fulham,0,0,-0.25,0,False
181222,Cardiff,Man United,1,5,1.0,-4,False
181222,Bournemouth,Brighton,2,0,-0.75,2,True
181222,Arsenal,Burnley,3,1,-1.5,2,True
181222,Chelsea,Leicester,0,1,-1.5,-1,False
181223,Everton,Tottenham,2,6,0.25,-4,False
181226,Watford,Chelsea,1,2,1.0,-1,False
181226,Tottenham,Bournemouth,5,0,-1.5,5,True
181226,Man United,Huddersfield,3,1,-1.5,2,True
181226,Liverpool,Newcastle,4,0,-2.0,4,True
181226,Fulham,Wolves,1,1,0.25,0,True
181226,Crystal Palace,Cardiff,0,0,-1.0,0,False
181226,Burnley,Everton,1,5,0.75,-4,False
181226,Brighton,Arsenal,1,1,1.0,0,True
181226,Leicester,Man City,2,1,1.5,1,True
181227,Southampton,West Ham,1,2,-0.25,-1,False
181229,Tottenham,Wolves,1,3,-1.5,-2,False
181229,Liverpool,Arsenal,5,1,-1.0,4,True
181229,Watford,Newcastle,1,1,-1.0,0,False
181229,Fulham,Huddersfield,1,0,-0.25,1,True
181229,Brighton,Everton,1,0,0.25,1,True
181229,Leicester,Cardiff,0,1,-1.0,-1,False
181230,Burnley,West Ham,2,0,0.25,2,True
181230,Crystal Palace,Chelsea,0,1,1.0,-1,False
181230,Man United,Bournemouth,4,1,-1.5,3,True
181230,Southampton,Man City,1,3,1.5,-2,False
190101,Cardiff,Tottenham,0,3,1.0,-3,False
190101,Everton,Leicester,0,1,-0.25,-1,False
190101,Arsenal,Fulham,4,1,-1.5,3,True
190102,Bournemouth,Watford,3,3,-0.25,0,False
190102,Chelsea,Southampton,0,0,-1.5,0,False
190102,Huddersfield,Burnley,1,2,-0.25,-1,False
190102,Newcastle,Man United,0,2,1.0,-2,False
190102,West Ham,Brighton,2,2,-0.25,0,False
190102,Wolves,Crystal Palace,0,2,-0.25,-2,False
190103,Man City,Liverpool,2,1,-0.25,1,True
190112,Leicester,Southampton,1,2,-0.75,-1,False
190112,West Ham,Arsenal,1,0,0.5,1,True
190112,Crystal Palace,Watford,1,2,-0.25,-1,False
190112,Brighton,Liverpool,0,1,1.5,-1,True
190112,Cardiff,Huddersfield,0,0,-0.25,0,False
190112,Burnley,Fulham,2,1,-0.25,1,True
190112,Chelsea,Newcastle,2,1,-2.0,1,False
190113,Everton,Bournemouth,2,0,-1.0,2,True
190113,Tottenham,Man United,0,1,-0.25,-1,False
190114,Man City,Wolves,3,0,-2.0,3,True
190119,Watford,Burnley,0,0,-1.0,0,False
190119,Arsenal,Chelsea,2,0,0.25,2,True
190119,Bournemouth,West Ham,2,0,-0.25,2,True
190119,Liverpool,Crystal Palace,4,3,-2.0,1,False
190119,Man United,Brighton,2,1,-1.5,1,False
190119,Newcastle,Cardiff,3,0,-0.25,3,True
190119,Southampton,Everton,2,1,-0.25,1,True
190119,Wolves,Leicester,4,3,-0.25,1,True
190120,Huddersfield,Man City,0,3,2.5,-3,False
190120,Fulham,Tottenham,1,2,1.0,-1,False
190129,Arsenal,Cardiff,2,1,-2.0,1,False
190129,Fulham,Brighton,4,2,-0.25,2,True
190129,Huddersfield,Everton,0,1,0.75,-1,False
190129,Man United,Burnley,2,2,-1.5,0,False
190129,Newcastle,Man City,2,1,2.0,1,True
190129,Wolves,West Ham,3,0,-0.25,3,True
190130,Bournemouth,Chelsea,4,0,1.0,4,True
190130,Liverpool,Leicester,1,1,-1.5,0,False
190130,Southampton,Crystal Palace,1,1,-0.25,0,False
190130,Tottenham,Watford,2,1,-1.0,1,False
190202,Crystal Palace,Fulham,2,0,-0.25,2,True
190202,Tottenham,Newcastle,1,0,-1.5,1,False
190202,Everton,Wolves,1,3,-0.25,-2,False
190202,Chelsea,Huddersfield,5,0,-2.0,5,True
190202,Cardiff,Bournemouth,2,0,0.25,2,True
190202,Burnley,Southampton,1,1,-0.25,0,False
190202,Brighton,Watford,0,0,-0.25,0,False
190203,Leicester,Man United,0,1,0.25,-1,False
190203,Man City,Arsenal,3,1,-2.0,2,False
190204,West Ham,Liverpool,1,1,1.5,0,True
190206,Everton,Man City,0,2,1.5,-2,False
190209,Brighton,Burnley,1,3,-0.25,-2,False
190209,Crystal Palace,West Ham,1,1,-0.25,0,False
190209,Fulham,Man United,0,3,1.0,-3,False
190209,Huddersfield,Arsenal,1,2,1.0,-1,False
190209,Liverpool,Bournemouth,3,0,-2.0,3,True
190209,Southampton,Cardiff,1,2,-1.0,-1,False
190209,Watford,Everton,1,0,-0.25,1,True
190210,Tottenham,Leicester,3,1,-1.0,2,True
190210,Man City,Chelsea,6,0,-1.0,6,True
190211,Wolves,Newcastle,1,1,-1.0,0,False
190222,West Ham,Fulham,3,1,-1.0,2,True
190222,Cardiff,Watford,1,5,0.0,-4,False
190223,Bournemouth,Wolves,1,1,0.25,0,True
190223,Burnley,Tottenham,2,1,1.0,1,True
190223,Leicester,Crystal Palace,1,4,-0.25,-3,False
190223,Newcastle,Huddersfield,2,0,-1.0,2,True
190224,Arsenal,Southampton,2,0,-1.0,2,True
190224,Man United,Liverpool,0,0,0.25,0,True
190226,Cardiff,Everton,0,3,0.25,-3,False
190226,Huddersfield,Wolves,1,0,1.0,1,True
190226,Leicester,Brighton,2,1,-1.0,1,False
190226,Newcastle,Burnley,2,0,-0.25,2,True
190227,Liverpool,Watford,5,0,-1.5,5,True
